CompanyID,Name,Type,Location,PartnershipLevel
1046,Bradley Inc,Government,Remote,Collaborator
1047,Kim Inc,Government,Toronto,Strategic
1048,Parker Ltd,Private,Toronto,Strategic
1049,Harvey PLC,Private,Toronto,Strategic
1050,Smith-Lee,Private,Ottawa,Strategic
1051,Kerr and Sons,Government,Toronto,Strategic
1052,"Gutierrez, Hernandez and Deleon",Government,Toronto,Collaborator
1053,Sanders-Johnson,Government,Ottawa,Strategic
1054,Small Ltd,Government,Ottawa,Strategic
1055,Weaver PLC,Government,Ottawa,Strategic
1056,Wilson-Moore,Government,Vancouver,Collaborator
1057,Schmitt Group,Government,Ottawa,Collaborator
1058,Compton LLC,Government,Remote,Strategic
1059,Meza-Tate,Private,Ottawa,Collaborator
1060,Young-Ray,Government,Vancouver,Strategic
1061,"Perkins, White and Robertson",Government,Toronto,Collaborator
1062,Brown PLC,Government,Remote,Strategic
1063,Olson-Madden,Government,Remote,Collaborator
1064,Jones Inc,Private,Vancouver,Strategic
1065,"Gonzalez, Ruiz and Sanchez",Government,Ottawa,Strategic
1066,"Murray, Dennis and Olson",Government,Ottawa,Collaborator
1067,Garrett Group,Government,Remote,Collaborator
1068,Webb-Jimenez,Private,Vancouver,Collaborator
1069,Hayes-Roberts,Private,Vancouver,Collaborator
1070,"Perez, Rogers and Bonilla",Government,Ottawa,Collaborator
1071,Mitchell LLC,Government,Toronto,Collaborator
1072,Robbins-Jacobson,Government,Toronto,Strategic
1073,Wall Inc,Government,Vancouver,Collaborator
1074,Perkins-Thompson,Private,Remote,Strategic
1075,Goodman Ltd,Private,Ottawa,Collaborator
1076,Brown-Carrillo,Private,Ottawa,Collaborator
1077,Garcia-Mccoy,Government,Ottawa,Strategic
1078,Peterson-Flores,Private,Vancouver,Strategic
1079,Miller PLC,Government,Ottawa,Strategic
1080,Montgomery-Waters,Private,Ottawa,Strategic
1081,Taylor LLC,Government,Ottawa,Collaborator
1082,Carroll-Phillips,Government,Ottawa,Strategic
1083,Cruz-Carpenter,Government,Toronto,Collaborator
1084,"Bautista, Powers and Anderson",Government,Vancouver,Collaborator
1085,Jones Group,Private,Vancouver,Strategic
1086,"Walker, Leonard and Perez",Government,Remote,Strategic
1087,Banks-Davis,Government,Ottawa,Collaborator
1088,"Wright, Peterson and Gray",Government,Toronto,Collaborator
1089,Ferguson LLC,Government,Ottawa,Collaborator
1090,Wilkerson-Whitaker,Private,Vancouver,Strategic
1091,Ponce Group,Private,Ottawa,Strategic
1092,King and Sons,Private,Remote,Strategic
1093,Hale-Johnson,Private,Remote,Collaborator
1094,Carter-Jones,Government,Remote,Strategic
1095,Jackson Inc,Private,Vancouver,Collaborator
1096,Brown Inc,Private,Toronto,Collaborator
1097,Kim-Chan,Government,Vancouver,Collaborator
1098,Sanders LLC,Government,Toronto,Collaborator
1099,Jones-Bernard,Government,Ottawa,Strategic
1100,"Campbell, Daniel and Evans",Government,Vancouver,Collaborator
1101,Mccarthy and Sons,Private,Toronto,Collaborator
1102,"Newman, Klein and Roberts",Government,Ottawa,Strategic
1103,Garcia-Hill,Government,Vancouver,Strategic
1104,Hernandez Inc,Government,Toronto,Collaborator
1105,Castro and Sons,Private,Toronto,Collaborator
1106,Gregory PLC,Private,Remote,Collaborator
1107,Gonzalez-Oneill,Government,Remote,Collaborator
1108,Smith-Frederick,Government,Ottawa,Collaborator
1109,Shaw-Anderson,Government,Ottawa,Strategic
1110,"Novak, Orr and Rodriguez",Government,Toronto,Strategic
1111,"Boyle, Norris and Ross",Government,Ottawa,Strategic
1112,Wells LLC,Private,Toronto,Collaborator
1113,King-Nunez,Private,Vancouver,Strategic
1114,Herring PLC,Government,Vancouver,Strategic
1115,Bailey LLC,Government,Ottawa,Collaborator
1116,Frost Group,Government,Vancouver,Strategic
1117,"Morales, Ball and Compton",Private,Ottawa,Strategic
1118,Bean-Hammond,Private,Ottawa,Collaborator
1119,Morgan Inc,Government,Toronto,Strategic
1120,Harrington-Mcguire,Government,Ottawa,Strategic
1121,Howard and Sons,Private,Vancouver,Collaborator
1122,Richard and Sons,Private,Vancouver,Strategic
1123,"Arnold, West and Taylor",Private,Toronto,Strategic
1124,Ramsey Inc,Private,Remote,Collaborator
1125,Anderson-Werner,Private,Toronto,Strategic
1126,Moore Ltd,Government,Toronto,Strategic
1127,Walker-Pierce,Private,Ottawa,Strategic
1128,Osborne-Smith,Private,Ottawa,Strategic
1129,Adams-Poole,Private,Remote,Collaborator
1130,"Martin, Gonzalez and Garcia",Government,Vancouver,Collaborator
1131,Martinez LLC,Private,Ottawa,Collaborator
1132,Smith PLC,Government,Remote,Collaborator
1133,Fuller PLC,Private,Remote,Collaborator
1134,Butler-Tyler,Private,Vancouver,Strategic
1135,"Blevins, Ali and Campbell",Private,Toronto,Collaborator
1136,"Steele, Tapia and Morrow",Government,Toronto,Collaborator
1137,"Davis, Medina and Howe",Government,Remote,Strategic
1138,Lawson-Ward,Government,Remote,Strategic
1139,"Hall, Bell and Barton",Government,Toronto,Collaborator
1140,Tran PLC,Government,Remote,Collaborator
1141,"Bridges, Kline and Hudson",Government,Vancouver,Collaborator
1142,Rodriguez PLC,Private,Ottawa,Strategic
1143,"Davis, Soto and Hall",Private,Ottawa,Collaborator
1144,"Owens, King and Mccormick",Government,Remote,Strategic
1145,"Richards, Moran and Walker",Private,Ottawa,Collaborator
1146,Clark LLC,Government,Remote,Strategic
1147,Rodriguez and Sons,Private,Vancouver,Strategic
1148,"Walter, Soto and Byrd",Government,Ottawa,Strategic
1149,Franco PLC,Private,Remote,Strategic
1150,"Burton, Cook and Sexton",Private,Remote,Collaborator
1151,Hartman-Wilkinson,Government,Ottawa,Strategic
1152,Torres-French,Private,Remote,Collaborator
1153,"Smith, Robinson and Mcdonald",Government,Remote,Collaborator
1154,"Morgan, Cook and Green",Private,Vancouver,Collaborator
1155,Taylor Inc,Government,Toronto,Strategic
1156,Duncan PLC,Government,Toronto,Strategic
1157,Ortiz-Harrison,Government,Remote,Strategic
1158,Valdez LLC,Private,Vancouver,Strategic
1159,Rosales-Williams,Private,Toronto,Strategic
1160,"Meyer, Savage and Austin",Private,Vancouver,Collaborator
1161,Terry Ltd,Government,Toronto,Collaborator
1162,Patton Ltd,Government,Remote,Strategic
1163,Mccullough-Kennedy,Government,Toronto,Collaborator
1164,Aguirre Inc,Government,Vancouver,Strategic
1165,Hernandez-Vargas,Government,Remote,Collaborator
1166,Foley Group,Government,Remote,Strategic
1167,Willis-Neal,Private,Vancouver,Collaborator
1168,Carter PLC,Private,Remote,Collaborator
1169,"Vasquez, Potter and Martinez",Government,Toronto,Collaborator
1170,Ramirez Group,Government,Ottawa,Strategic
1171,"Garrison, Edwards and Lang",Private,Vancouver,Strategic
1172,Lawson-Colon,Government,Toronto,Strategic
1173,Solomon-Rhodes,Government,Vancouver,Strategic
1174,Hart-French,Private,Ottawa,Strategic
1175,Nelson-Stone,Private,Ottawa,Collaborator
1176,"Howard, Perkins and Brown",Government,Ottawa,Strategic
1177,"Brown, Hill and Gibson",Government,Ottawa,Strategic
1178,Robbins-White,Private,Remote,Strategic
1179,Fuller Group,Private,Toronto,Strategic
1180,"Mathis, Velez and Carter",Government,Toronto,Collaborator
1181,Hansen-Wilson,Government,Ottawa,Collaborator
1182,Kelly Inc,Private,Remote,Strategic
1183,Zuniga-Mercado,Government,Toronto,Strategic
1184,Lopez and Sons,Government,Toronto,Strategic
1185,Schultz-Rodriguez,Government,Toronto,Collaborator
1186,Miranda Inc,Private,Remote,Collaborator
1187,Evans PLC,Private,Toronto,Collaborator
1188,"Lambert, Parks and Graham",Government,Remote,Strategic
1189,King-Larson,Government,Ottawa,Strategic
1190,Lyons-Allen,Private,Vancouver,Strategic
1191,Simmons LLC,Private,Toronto,Collaborator
1192,"Dennis, Jones and Valentine",Private,Toronto,Collaborator
1193,"French, Harrington and Stein",Government,Vancouver,Collaborator
1194,"Hatfield, Webster and Thompson",Government,Remote,Strategic
1195,Johnson and Sons,Private,Vancouver,Strategic
1196,"Benton, Fox and Chase",Private,Vancouver,Collaborator
1197,"Garcia, Rivera and Wiley",Private,Toronto,Strategic
1198,Rodriguez-Farrell,Government,Vancouver,Strategic
1199,House-Gross,Private,Ottawa,Collaborator
1200,Stanley-Richardson,Private,Vancouver,Strategic
1201,Garcia-Blair,Private,Remote,Strategic
1202,Hunter LLC,Private,Toronto,Collaborator
1203,Herrera LLC,Private,Ottawa,Collaborator
1204,Stephenson-Casey,Government,Ottawa,Strategic
1205,Allen PLC,Private,Vancouver,Strategic
1206,Campbell-Lindsey,Private,Ottawa,Strategic
1207,Thomas Group,Government,Vancouver,Collaborator
1208,Montoya Group,Government,Vancouver,Strategic
1209,Allen-Gonzalez,Private,Vancouver,Collaborator
1210,"Petersen, Brown and Price",Private,Remote,Collaborator
1211,Holt Group,Private,Toronto,Strategic
1212,Taylor-Chapman,Government,Remote,Collaborator
1213,Perkins-Webb,Government,Ottawa,Strategic
1214,Davidson-Benson,Government,Vancouver,Strategic
1215,"Peters, Moyer and Hernandez",Private,Ottawa,Collaborator
1216,Stone-King,Government,Ottawa,Strategic
1217,Cruz-Williams,Government,Ottawa,Collaborator
1218,Le LLC,Private,Remote,Strategic
1219,Thomas-Austin,Government,Vancouver,Strategic
1220,Walls-Camacho,Government,Ottawa,Collaborator
1221,Maynard Inc,Private,Vancouver,Strategic
1222,Gilmore-Cline,Private,Ottawa,Strategic
1223,Anderson-Adams,Private,Toronto,Strategic
1224,Ford LLC,Private,Vancouver,Collaborator
1225,Bernard-Lopez,Government,Vancouver,Strategic
1226,Rivera-Walsh,Private,Ottawa,Strategic
1227,"Mendoza, Watkins and Johnson",Private,Remote,Collaborator
1228,Turner Ltd,Private,Remote,Collaborator
1229,Baird-Garcia,Government,Ottawa,Strategic
1230,Ortega Ltd,Government,Vancouver,Strategic
1231,Clark-Smith,Government,Toronto,Strategic
1232,Bennett-Hampton,Private,Toronto,Collaborator
1233,"Rivera, Flowers and Vaughn",Government,Toronto,Strategic
1234,Vargas Group,Private,Vancouver,Strategic
1235,Stevens and Sons,Private,Remote,Collaborator
1236,Evans and Sons,Private,Ottawa,Collaborator
1237,"Gates, Adams and Herrera",Government,Remote,Strategic
1238,Brown-Ponce,Government,Toronto,Collaborator
1239,Johnson Group,Government,Remote,Collaborator
1240,"Thomas, Lawrence and Coleman",Private,Remote,Strategic
1241,"Fitzgerald, Carr and Garcia",Government,Toronto,Strategic
1242,Velazquez and Sons,Private,Ottawa,Collaborator
1243,Rios Group,Government,Remote,Collaborator
1244,"Hernandez, Osborn and Davis",Private,Remote,Collaborator
1245,Rodriguez and Sons,Government,Ottawa,Strategic
1246,Dixon PLC,Government,Remote,Strategic
1247,Decker-Howard,Government,Vancouver,Strategic
1248,"Huber, Kemp and Taylor",Government,Ottawa,Strategic
1249,Peterson and Sons,Government,Ottawa,Strategic
1250,Jackson-Robinson,Private,Ottawa,Strategic
1251,"Sweeney, Graham and Cooper",Government,Remote,Collaborator
1252,"Stanley, Cox and Davis",Private,Remote,Collaborator
1253,Murphy-Johnson,Private,Remote,Strategic
1254,Williams-King,Government,Ottawa,Strategic
1255,Wise-Solomon,Private,Remote,Collaborator
1256,"Johns, Kennedy and Reed",Private,Toronto,Collaborator
1257,"Santos, Bennett and Valenzuela",Private,Toronto,Strategic
1258,Brown PLC,Government,Remote,Collaborator
1259,Russell-Byrd,Private,Vancouver,Collaborator
1260,"Mathis, Jackson and Harper",Private,Toronto,Collaborator
1261,"Morris, Soto and Davis",Private,Ottawa,Strategic
1262,Morgan Inc,Government,Vancouver,Collaborator
1263,"Dunn, Wilson and Robinson",Private,Vancouver,Strategic
1264,Long PLC,Private,Vancouver,Collaborator
1265,Goodman Ltd,Government,Ottawa,Strategic
1266,"Smith, Torres and Watkins",Private,Vancouver,Collaborator
1267,Arellano-Green,Private,Ottawa,Strategic
1268,"Ryan, Young and Edwards",Private,Remote,Collaborator
1269,Miller-Leon,Private,Toronto,Strategic
1270,Coleman-Diaz,Private,Remote,Collaborator
1271,White and Sons,Government,Remote,Collaborator
1272,"Mills, Williams and Spears",Government,Remote,Collaborator
1273,"Wheeler, Williams and Yoder",Private,Remote,Strategic
1274,Swanson Ltd,Government,Ottawa,Collaborator
1275,Smith Inc,Government,Vancouver,Strategic
1276,Bennett Ltd,Government,Toronto,Strategic
1277,"Hansen, Dennis and Norris",Private,Remote,Collaborator
1278,Massey-Reese,Government,Toronto,Strategic
1279,Ross Inc,Government,Remote,Collaborator
1280,Blair-Madden,Government,Toronto,Strategic
1281,Pearson-Reynolds,Private,Ottawa,Strategic
1282,Thompson-Myers,Private,Remote,Collaborator
1283,Garcia Ltd,Government,Remote,Strategic
1284,Williams Inc,Private,Toronto,Strategic
1285,Smith-Davis,Private,Vancouver,Strategic
1286,Calhoun-Moreno,Private,Toronto,Strategic
1287,Newman Group,Government,Remote,Collaborator
1288,Simon-Mckee,Private,Toronto,Strategic
1289,Wallace and Sons,Government,Ottawa,Strategic
1290,Hopkins Group,Private,Ottawa,Collaborator
1291,"Roy, Rosales and Gonzales",Government,Toronto,Collaborator
1292,Richardson Inc,Government,Ottawa,Strategic
1293,Jenkins-Davis,Private,Toronto,Strategic
1294,"Shaw, Taylor and Morris",Government,Remote,Collaborator
1295,"Johnson, Smith and Goodwin",Private,Remote,Strategic
1296,Marshall Ltd,Government,Remote,Collaborator
1297,Robinson Ltd,Private,Vancouver,Collaborator
1298,Hall-Walters,Private,Ottawa,Collaborator
1299,Hopkins-Gardner,Government,Remote,Collaborator
1300,"Thomas, Wilcox and Oconnor",Government,Ottawa,Strategic
1301,Cochran Group,Private,Remote,Collaborator
1302,Ramos and Sons,Private,Toronto,Strategic
1303,Romero-Martinez,Government,Ottawa,Strategic
1304,Scott Ltd,Private,Ottawa,Strategic
1305,Deleon Group,Government,Ottawa,Strategic
1306,White Group,Private,Remote,Strategic
1307,"Grimes, Lee and Chen",Government,Remote,Collaborator
1308,Valencia-Humphrey,Private,Toronto,Strategic
1309,"Hall, Gonzalez and Gonzalez",Private,Vancouver,Strategic
1310,"Holt, Alexander and Foster",Government,Remote,Collaborator
1311,Alexander-Knox,Government,Remote,Collaborator
1312,Miller Ltd,Private,Ottawa,Strategic
1313,Stout-Pope,Government,Ottawa,Collaborator
1314,"Ruiz, May and Aguilar",Private,Toronto,Collaborator
1315,Roberts Ltd,Government,Ottawa,Collaborator
1316,Ho LLC,Private,Ottawa,Collaborator
1317,Brown Inc,Government,Toronto,Collaborator
1318,Mathis-Malone,Government,Remote,Strategic
1319,"Stevens, Dickerson and Fry",Private,Remote,Strategic
1320,Gould-Hendrix,Government,Vancouver,Collaborator
1321,Johnson Inc,Government,Ottawa,Strategic
1322,Johnston Inc,Government,Ottawa,Strategic
1323,"Carson, Gentry and Sanchez",Government,Toronto,Collaborator
1324,"Deleon, Butler and Warren",Private,Remote,Collaborator
1325,Reyes Ltd,Private,Ottawa,Collaborator
1326,Adams Inc,Private,Ottawa,Strategic
1327,Sanford and Sons,Government,Vancouver,Strategic
1328,Williams-Bauer,Private,Remote,Strategic
1329,Gonzalez Ltd,Government,Toronto,Strategic
1330,Strickland Group,Private,Ottawa,Strategic
1331,"Riley, Walker and Grimes",Private,Toronto,Strategic
1332,"Lee, Mckee and Harper",Private,Ottawa,Strategic
1333,Kelly Inc,Government,Ottawa,Collaborator
1334,Sanchez LLC,Government,Vancouver,Strategic
1335,Johnston Inc,Government,Vancouver,Collaborator
1336,"Herman, Casey and Peterson",Government,Vancouver,Collaborator
1337,"Gallegos, Parker and Williams",Private,Vancouver,Strategic
1338,"Bowen, Martinez and Scott",Government,Toronto,Strategic
1339,"Price, Williams and Flores",Government,Toronto,Strategic
1340,Mcintyre-Watson,Government,Remote,Collaborator
1341,Rush Inc,Government,Toronto,Collaborator
1342,Parker-Wheeler,Private,Toronto,Collaborator
1343,"Johnson, Brown and Wilson",Private,Ottawa,Collaborator
1344,Smith Group,Private,Remote,Strategic
1345,Williams-Williamson,Private,Vancouver,Collaborator
1346,Hall-Campbell,Private,Ottawa,Collaborator
1347,Stokes-Williams,Private,Vancouver,Strategic
1348,"Young, Mueller and Wilson",Private,Ottawa,Strategic
1349,Davis Inc,Government,Toronto,Strategic
1350,Morris PLC,Government,Vancouver,Collaborator
1351,"Bowman, Ward and Booth",Government,Toronto,Strategic
1352,Rogers LLC,Private,Remote,Collaborator
1353,Patel and Sons,Private,Remote,Strategic
1354,"Vaughn, Martin and Hardin",Private,Ottawa,Collaborator
1355,"Carpenter, Evans and Valentine",Private,Ottawa,Strategic
1356,Smith Ltd,Private,Toronto,Strategic
1357,"Brown, Hayes and Nunez",Government,Remote,Collaborator
1358,"Smith, Phillips and Pena",Private,Toronto,Strategic
1359,Gomez-Owen,Government,Vancouver,Collaborator
1360,Davis-Collins,Government,Ottawa,Collaborator
1361,Moon Group,Government,Toronto,Collaborator
1362,Williams-Arnold,Government,Vancouver,Strategic
1363,Walton-Chang,Government,Ottawa,Strategic
1364,Jones-Hodges,Government,Remote,Strategic
1365,Stephens-Smith,Government,Remote,Collaborator
1366,"Mitchell, Cooper and Wagner",Private,Ottawa,Collaborator
1367,"Kaufman, Wood and Gomez",Private,Vancouver,Collaborator
1368,Garcia PLC,Government,Remote,Strategic
1369,Watson-Zamora,Private,Ottawa,Strategic
1370,Taylor Group,Private,Remote,Strategic
1371,Duffy-Gonzalez,Government,Vancouver,Strategic
1372,Garcia Ltd,Government,Ottawa,Collaborator
1373,Manning LLC,Government,Toronto,Collaborator
1374,Beasley Inc,Private,Vancouver,Strategic
1375,Oconnell-Williams,Government,Vancouver,Collaborator
1376,"Patterson, Williams and Cruz",Government,Remote,Collaborator
1377,Dixon and Sons,Government,Remote,Strategic
1378,"Kirk, Williams and Sims",Government,Vancouver,Collaborator
1379,Douglas Group,Private,Ottawa,Collaborator
1380,"Conrad, Juarez and Smith",Government,Vancouver,Strategic
1381,Ortiz-Henderson,Government,Remote,Collaborator
1382,Hunter Ltd,Government,Vancouver,Collaborator
1383,Mendez PLC,Government,Vancouver,Collaborator
1384,Hall-Atkins,Government,Vancouver,Strategic
1385,"Zavala, Gibson and Hernandez",Government,Ottawa,Collaborator
1386,Miller-Anderson,Private,Remote,Strategic
1387,Hardin-George,Government,Remote,Collaborator
1388,Barker LLC,Government,Remote,Collaborator
1389,"Harris, Navarro and Newman",Private,Toronto,Collaborator
1390,"Robinson, Anderson and Walker",Government,Remote,Strategic
1391,Bradshaw and Sons,Government,Toronto,Collaborator
1392,"Gomez, Stevens and Hoffman",Government,Ottawa,Collaborator
1393,"Gomez, Green and White",Private,Ottawa,Collaborator
1394,"Reed, Hawkins and Higgins",Private,Toronto,Collaborator
1395,Novak-Barrett,Private,Ottawa,Strategic
1396,Rogers-Johnson,Government,Remote,Collaborator
1397,Williams Ltd,Private,Vancouver,Collaborator
1398,Jones-Bell,Private,Vancouver,Collaborator
1399,Dyer LLC,Private,Toronto,Strategic
1400,Banks-Hamilton,Government,Remote,Collaborator
1401,Gill and Sons,Private,Remote,Collaborator
1402,"Garcia, White and Fitzpatrick",Government,Remote,Strategic
1403,Cardenas Inc,Government,Toronto,Collaborator
1404,Briggs-Williams,Government,Vancouver,Collaborator
1405,"Robertson, Davis and Garcia",Private,Toronto,Strategic
1406,Williams-Hansen,Government,Ottawa,Collaborator
1407,Smith-James,Private,Toronto,Strategic
1408,Jordan and Sons,Private,Toronto,Collaborator
1409,Long Inc,Private,Toronto,Strategic
1410,Jennings PLC,Government,Vancouver,Collaborator
1411,Martinez PLC,Government,Vancouver,Strategic
1412,Arnold-Solis,Government,Toronto,Collaborator
1413,French PLC,Private,Remote,Strategic
1414,"Hayes, Anderson and Hanson",Government,Toronto,Collaborator
1415,Flowers PLC,Private,Toronto,Collaborator
1416,Gonzalez-Pearson,Government,Ottawa,Collaborator
1417,"Kelley, Armstrong and Miller",Government,Ottawa,Collaborator
1418,"Robinson, Thompson and Wade",Government,Toronto,Collaborator
1419,Thomas Inc,Government,Ottawa,Collaborator
1420,Brown-Bailey,Government,Remote,Strategic
1421,Moore-Rodriguez,Private,Remote,Strategic
1422,Rice Ltd,Government,Toronto,Collaborator
1423,Brown PLC,Private,Vancouver,Strategic
1424,Harrison-Miranda,Private,Ottawa,Collaborator
1425,Randall-Foley,Private,Toronto,Strategic
1426,Cervantes Group,Private,Ottawa,Collaborator
1427,"Brown, Simpson and Carr",Government,Ottawa,Strategic
1428,Reynolds-Dennis,Private,Ottawa,Collaborator
1429,Alexander PLC,Private,Ottawa,Strategic
1430,"Pruitt, Dixon and Turner",Private,Ottawa,Collaborator
1431,"Estes, Weber and Walsh",Private,Remote,Strategic
1432,Walker LLC,Private,Vancouver,Collaborator
1433,"Brown, Mann and Andrews",Government,Vancouver,Collaborator
1434,Gonzalez-Costa,Government,Vancouver,Strategic
1435,Phillips-Henderson,Government,Toronto,Strategic
1436,Lewis-Davis,Government,Toronto,Strategic
1437,Elliott and Sons,Government,Toronto,Strategic
1438,Abbott-Allen,Private,Remote,Collaborator
1439,"Hill, Stone and Peterson",Private,Ottawa,Strategic
1440,Edwards Ltd,Government,Vancouver,Collaborator
1441,Johnson and Sons,Government,Vancouver,Collaborator
1442,Patterson-Alexander,Private,Ottawa,Collaborator
1443,Lee-Lam,Government,Remote,Collaborator
1444,Castillo-Salazar,Government,Toronto,Collaborator
1445,Bruce-Williams,Private,Toronto,Strategic
1446,Wise-Lam,Government,Ottawa,Strategic
1447,Savage-Washington,Private,Vancouver,Strategic
1448,Rasmussen-Ross,Private,Toronto,Collaborator
1449,Klein LLC,Private,Vancouver,Collaborator
1450,Hawkins Inc,Private,Ottawa,Strategic
1451,Callahan-Lin,Government,Vancouver,Collaborator
1452,Cervantes Ltd,Government,Vancouver,Collaborator
1453,"Price, Taylor and Page",Government,Toronto,Collaborator
1454,Johnson Ltd,Private,Ottawa,Strategic
1455,Sullivan-Bailey,Government,Remote,Collaborator
1456,"Smith, Sampson and Simmons",Private,Ottawa,Collaborator
1457,"Patterson, Bolton and Sanchez",Private,Toronto,Strategic
1458,"Warren, Graham and Ferguson",Private,Toronto,Collaborator
1459,Ross-Ramos,Private,Toronto,Strategic
1460,Henry-Payne,Government,Ottawa,Strategic
1461,Johnston-Arnold,Government,Ottawa,Strategic
1462,"Hansen, Johnson and Ward",Government,Toronto,Strategic
1463,Torres LLC,Government,Vancouver,Collaborator
1464,Acosta-Christensen,Government,Vancouver,Collaborator
1465,"Alexander, Gallagher and Williams",Private,Ottawa,Strategic
1466,Lewis-Ward,Private,Ottawa,Strategic
1467,Kelly-Lee,Private,Vancouver,Collaborator
1468,Thompson-Sanchez,Government,Vancouver,Collaborator
1469,Jackson and Sons,Government,Remote,Strategic
1470,"Johnson, Torres and Espinoza",Government,Toronto,Collaborator
1471,"Patel, Potter and Pacheco",Private,Ottawa,Collaborator
1472,Kim Ltd,Government,Remote,Strategic
1473,Brown Ltd,Government,Vancouver,Collaborator
1474,Brown Inc,Private,Ottawa,Strategic
1475,"Dunn, Zuniga and Best",Government,Ottawa,Strategic
1476,Ford-Aguilar,Private,Toronto,Collaborator
1477,Hodges PLC,Government,Remote,Strategic
1478,Evans LLC,Private,Remote,Collaborator
1479,"Carlson, Diaz and Moreno",Government,Ottawa,Collaborator
1480,Harper and Sons,Government,Remote,Collaborator
1481,Smith-Smith,Government,Remote,Collaborator
1482,Murphy LLC,Government,Vancouver,Strategic
1483,Stone Ltd,Government,Remote,Strategic
1484,Vazquez and Sons,Government,Remote,Collaborator
1485,Payne-Brown,Government,Toronto,Strategic
1486,Malone-Collins,Private,Toronto,Collaborator
1487,Berg-Myers,Private,Toronto,Strategic
1488,Trujillo Group,Private,Remote,Collaborator
1489,"Walker, Eaton and Lynch",Government,Ottawa,Strategic
1490,Manning-Sullivan,Private,Ottawa,Collaborator
1491,Webb PLC,Private,Vancouver,Strategic
1492,"Ross, Rios and Snyder",Private,Vancouver,Strategic
1493,"Young, Cabrera and Velez",Private,Ottawa,Collaborator
1494,Porter Group,Government,Ottawa,Strategic
1495,"Rivera, Barrera and Maynard",Government,Ottawa,Collaborator
1496,"Wolfe, Jefferson and Morales",Government,Ottawa,Strategic
1497,Hunter Inc,Government,Remote,Collaborator
1498,Fox Group,Government,Vancouver,Strategic
1499,Fox-Wright,Private,Vancouver,Collaborator
1500,Yoder Ltd,Private,Toronto,Collaborator
